address,postcode,Huurprijs,Waarborgsom,Huurovereenkomst,Aangeboden sinds,Status,Aanvaarding,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Gebruiksoppervlakten,Wonen,Overige inpandige ruimte,Gebouwgebonden buitenruimte,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Voorlopig energielabel,Isolatie,Verwarming,Warm water,Ligging,Soort garage,Soort parkeergelegenheid,url,Specifiek,Externe bergruimte,Energielabel,Schuur/berging,Inschrijving KvK,Jaarlijkse vergadering,Periodieke bijdrage,Reservefonds aanwezig,Onderhoudsplan,Opstalverzekering,Balkon/dakterras,Tuin,Oorspronkelijke huurprijs,Cv-ketel,Soort woonhuis,Achtertuin,Ligging tuin,Oppervlakte,Capaciteit,Bouwperiode,Patio/atrium,Keurmerken,Zonneterras,Perceel
Van Eysingalaan 187,3527 VE Utrecht,€ 1.350 per maand (geen servicekosten),€ 1.350 eenmalig,Tijdelijke verhuur,20 oktober 2022,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Portiekflat (appartement),Bestaande bouw,1962,Plat dak bedekt met bitumineuze dakbedekking,,70 m²,4 m²,8 m²,210 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,"E
            2,11",Dubbel glas,Cv-ketel,Cv-ketel,Eigendom,Aan rustige weg en in woonwijk,Balkon aanwezig,Inpandig,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42985046-van-eysingalaan-187/,,,,,,,,,,,,,,,,,,,,,,
Hickorylaan 78,3545 CT Utrecht,"€ 1.329 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Maisonnette (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,108 m²,4 m²,,281 m³,4 kamers (2 slaapkamers),1 apart toilet,,2 woonlagen,,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814667-hickorylaan-78/,5 m²,A,Zonneterras,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Van Hoornekade 135,3554 AT Utrecht,€ 1.100 per maand (geen servicekosten),€ 1.100 eenmalig,Onbepaalde tijd,21 oktober 2022,Beschikbaar,In overleg,Bovenwoning,Bestaande bouw,1931,,,90 m²,,4 m²,225 m³,4 kamers (2 slaapkamers),,,2 woonlagen,,,,,,,,,,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42905507-van-hoornekade-135/,4 m²,G,,,,,,,,,,,,,,,,,,,,
Londenstraat 126,3541 CB Utrecht,€ 1.600 per maand (geen servicekosten),€ 3.200 eenmalig,Onbepaalde tijd,7 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Galerijflat (appartement),Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,,67 m²,3 m²,3 m²,265 m³,3 kamers (1 slaapkamer),,,1 woonlaag,5e woonlaag,Elektra,A,,Stadsverwarming,,,In centrum,,Inpandig,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88290983-londenstraat-126/,,,,Parkeerkelder,2011-2020,"Algemene Woningkeur, brandveiligheid en Politiekeurmerk",Ja,Ja,Ja,Ja,Ja,Ja,,,,,,,,,,
CAB-rondom 129,3534 BJ Utrecht,€ 1.595 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,20 oktober 2022,Beschikbaar,In overleg,Galerijflat (appartement),Nieuwbouw,2023,Plat dak bedekt met bitumineuze dakbedekking,,110 m²,42 m²,,286 m³,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,,1 woonlaag,4e woonlaag,"Lift, mechanische ventilatie en zonnepanelen",,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In centrum en in woonwijk,Balkon aanwezig,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42992027-cab-rondom-129/,2 m²,A,,,,,,,,,,,,,,,,,,,,
Dirkje Mariastraat 17,3551 SK Utrecht,€ 1.325 per maand (geen servicekosten),€ 1.325 eenmalig,Onbepaalde tijd,12 oktober 2022,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Benedenwoning (appartement),Bestaande bouw,1912,Zadeldak bedekt met pannen,,50 m²,,2 m²,203 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,TV kabel,,Dubbel glas,Cv-ketel,Cv-ketel,Combiketel,Aan rustige weg en in woonwijk,,Vrijstaande stenen berging,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42964133-dirkje-mariastraat-17/,,G,Achtertuin,,,,,,,,,,Gestoffeerd,"14 m² (2,86 meter diep en 4,82 meter breed)",Gelegen op het noordwesten,,,,,,,
Marshalllaan 335,3527 TJ Utrecht,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.440 eenmalig,Onbepaalde tijd,2 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,78 m²,,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,,,,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88266293-marshalllaan-335/,,E,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Twellosebeeklaan 193,3521 DR Utrecht,€ 1.150 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,52 m²,6 m²,,134 m³,2 kamers (1 slaapkamer),,,5 woonlagen,2e woonlaag,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989624-twellosebeeklaan-193/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Camposdreef 16,3563 XM Utrecht,€ 1.050 per maand (servicekosten onbekend),€ 1.145 eenmalig,Onbepaalde tijd,10 oktober 2022,Onder optie,Beschikbaar per 1-12-2022,Portiekflat (appartement),Bestaande bouw,2018,,,66 m²,,6 m²,190 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,1e woonlaag,,A++,"Dakisolatie, driedubbel glas, eco-bouw, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,,,"Aan park, aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,,,https://www.funda.nl/huur/utrecht/appartement-42988118-camposdreef-16/,,,Zonneterras,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Twellosebeeklaan 149,3521 DR Utrecht,€ 1.175 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,53 m²,6 m²,,137 m³,2 kamers (1 slaapkamer),,,5 woonlagen,1e woonlaag,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989610-twellosebeeklaan-149/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Hickorylaan 346,3545 CT Utrecht,"€ 1.302 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,104 m²,10 m²,,270 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813353-hickorylaan-346/,8 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Monnetlaan 81,3527 GN Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,3 weken,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1960,,,76 m²,,,198 m³,3 kamers (2 slaapkamers),,,1 woonlaag,1e woonlaag,,"E
            2,03",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88327842-monnetlaan-81/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Faustdreef 439,3561 LP Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,3 maanden,Beschikbaar,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,8e woonlaag,,"E
            2,35",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88245559-faustdreef-439/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
Soestdijkstraat 8,3523 VM Utrecht,€ 1.750 per maand (geen servicekosten),€ 2.157 eenmalig,Tijdelijke verhuur,2 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,,Bestaande bouw,1930,Zadeldak bedekt met pannen,,118 m²,,7 m²,412 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen en een vliering,,Elektra,,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2015, eigendom",Aan rustige weg en in woonwijk,,Vrijstaande stenen berging,Openbaar parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/huis-42971360-soestdijkstraat-8/,,F,Achtertuin,,,,,,,,,,,"38 m² (7,5 meter diep en 5 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,,"Eengezinswoning, tussenwoning",117 m²,,,,
Marshalllaan 394,3527 TW Utrecht,"€ 925 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 970 eenmalig,Onbepaalde tijd,2 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,41 m²,,,107 m³,2 kamers (1 slaapkamer),,,1 woonlaag,4e woonlaag,,"D
            1,69",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88262933-marshalllaan-394/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 725 per maand (exclusief servicekosten à € 45,00 /mnd)",,,,,,
Hickorylaan 100,3545 CT Utrecht,"€ 1.184 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,83 m²,10 m²,,215 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814464-hickorylaan-100/,8 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Eykmanlaan 415,3571 JR Utrecht,"€ 1.200 per maand (exclusief servicekosten à € 140,00 /mnd)",Geen,Onbepaalde tijd,4 maanden,Onder optie,Per direct beschikbaar,Bovenwoning,Bestaande bouw,1960,,,94 m²,,,244 m³,4 kamers (3 slaapkamers),,,1 woonlaag,,,"G
            3,55",,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42737602-eykmanlaan-415/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Buys Ballotstraat 5 Bel,3572 ZN Utrecht,€ 1.250 per maand (geen servicekosten),€ 1.525 eenmalig,Tijdelijke verhuur,22 oktober 2022,Verhuurd onder voorbehoud,Per direct beschikbaar,Benedenwoning (bel-etage),Bestaande bouw,1920,,,54 m²,3 m²,5 m²,167 m³,3 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Begane grond,TV kabel,Niet beschikbaar,"Gedeeltelijk dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Eigendom,Aan rustige weg en in woonwijk,Balkon aanwezig,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-42987734-buys-ballotstraat-5-bel/,,,,,,,,,,,,,Gemeubileerd,,,,,,,,,
Hickorylaan 76,3545 CT Utrecht,"€ 1.329 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Maisonnette (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,108 m²,4 m²,,281 m³,4 kamers (2 slaapkamers),1 apart toilet,,2 woonlagen,,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814468-hickorylaan-76/,5 m²,A,Zonneterras,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Reykjavikstraat 568,3543 KB Utrecht,"€ 968 per maand (exclusief servicekosten à € 30,00 /mnd)",Geen,Onbepaalde tijd,3 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Portiekflat (appartement),Bestaande bouw,2018,,,48 m²,,,144 m³,1 kamer (1 slaapkamer),1 badkamer,Douche en toilet,6 woonlagen,5e woonlaag,,A,Volledig geïsoleerd,Stadsverwarming,,,Aan drukke weg en in woonwijk,Balkon aanwezig,,Betaald parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42897370-reykjavikstraat-568/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
CAB-rondom 159,3534 BJ Utrecht,€ 1.610 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,20 oktober 2022,Beschikbaar,In overleg,Galerijflat (appartement),Nieuwbouw,2023,Plat dak bedekt met bitumineuze dakbedekking,,110 m²,42 m²,,286 m³,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,,1 woonlaag,5e woonlaag,"Lift, mechanische ventilatie en zonnepanelen",,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In centrum en in woonwijk,Balkon aanwezig,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42992057-cab-rondom-159/,2 m²,A,,,,,,,,,,,,,,,,,,,,
Springweg 452,3511 VZ Utrecht,€ 1.195 per maand (geen servicekosten),€ 1.295 eenmalig,Onbepaalde tijd,2 maanden,Verhuurd onder voorbehoud,Beschikbaar per direct beschikbaar,Portiekflat (appartement),Bestaande bouw,1980,,,45 m²,3 m²,,130 m³,1 kamer,1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,"Buitenzonwering, mechanische ventilatie en TV kabel",,,Stadsverwarming,Centrale voorziening,,"Aan rustige weg, beschutte ligging en in centrum",,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-42899247-springweg-452/,,C,,,,,,,,,,,Gemeubileerd,,,,,,,,,
CAB-rondom 149,3534 BJ Utrecht,€ 927 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,20 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2023,Plat dak bedekt met bitumineuze dakbedekking,,74 m²,11 m²,,192 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,5e woonlaag,"Lift, mechanische ventilatie en zonnepanelen",,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In centrum en in woonwijk,Balkon aanwezig,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42992399-cab-rondom-149/,2 m²,A,,,,,,,,,,,,,,,,,,,,
Hickorylaan 348,3545 CT Utrecht,"€ 1.181 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,81 m²,7 m²,,210 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814665-hickorylaan-348/,4 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Rubicondreef 198,3561 JH Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,2 weken,Onder optie,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,8e woonlaag,,"F
            2,58",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88335389-rubicondreef-198/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Pieterskerkhof 23 L,3512 JS Utrecht,"€ 1.750 per maand (exclusief servicekosten à € 100,00 /mnd)",€ 3.500 eenmalig,Onbepaalde tijd,21 oktober 2022,Beschikbaar,Beschikbaar per 1-11-2022,Benedenwoning (appartement),Bestaande bouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,63 m²,,5 m²,190 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,Begane grond,"Mechanische ventilatie, TV kabel en zonnepanelen",A+++,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening en stadsverwarming,,In centrum,,Box,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88357733-pieterskerkhof-23-l/,,,,,,,,,,,,,Gestoffeerd en monument,,,,,,,,,
Herenstraat 6 N,3512 KC Utrecht,€ 1.600 per maand (geen servicekosten),€ 1.950 eenmalig,Onbepaalde tijd,14 oktober 2022,Beschikbaar,Beschikbaar per 1-12-2022,Maisonnette (appartement),Bestaande bouw,Voor 1906,Zadeldak bedekt met leisteen,,58 m²,,,153 m³,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Ligbad en douche,2 woonlagen,1e woonlaag,"Mechanische ventilatie, natuurlijke ventilatie en TV kabel",Niet verplicht,Volledig geïsoleerd,Stadsverwarming,Centrale voorziening,,In centrum,,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-42996612-herenstraat-6-n/,,,,,,,,,,,,,Gemeubileerd en monument,,,,,,,,,
Marshalllaan 326,3527 TV Utrecht,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.440 eenmalig,Onbepaalde tijd,2 maanden,Beschikbaar,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,78 m²,,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,1e woonlaag,,"D
            1,72",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88264183-marshalllaan-326/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Marshalllaan 333,3527 TJ Utrecht,"€ 725 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 770 eenmalig,Onbepaalde tijd,3 weken,Beschikbaar,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1960,,,41 m²,,,107 m³,2 kamers (1 slaapkamer),,,1 woonlaag,3e woonlaag,,"D
            1,96",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88339649-marshalllaan-333/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Pieterskerkhof 23 E,3512 JS Utrecht,"€ 1.495 per maand (exclusief servicekosten à € 100,00 /mnd)",€ 2.990 eenmalig,Onbepaalde tijd,21 oktober 2022,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,42 m²,,5 m²,145 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,2e woonlaag,Elektra,A+++,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Stadsverwarming,,In centrum,,Box,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88357725-pieterskerkhof-23-e/,,,,,,,,,,,,,Gestoffeerd en monumentaal pand,,,,,,,,,
Gildstraat 86 B,3572 ER Utrecht,€ 1.550 per maand (geen servicekosten),€ 1.550 eenmalig,Tijdelijke verhuur,20 oktober 2022,Beschikbaar,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1904,,,65 m²,8 m²,,155 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,2 woonlagen,3e woonlaag,TV kabel,,Dakisolatie en gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,,Aan rustige weg en in woonwijk,Dakterras aanwezig,,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42985072-gildstraat-86-b/,,G,,,,,,,,,,,Gestoffeerd,,,,,,,,,
Hickorylaan 120,3545 CT Utrecht,"€ 1.274 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,98 m²,11 m²,,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813354-hickorylaan-120/,3 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Twellosebeeklaan 141,3521 DR Utrecht,€ 1.525 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,81 m²,6 m²,,210 m³,3 kamers (2 slaapkamers),,,5 woonlagen,1e woonlaag,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989628-twellosebeeklaan-141/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Wulpstraat 55 *,3582 AW Utrecht,€ 1.225 per maand (geen servicekosten),€ 3.062 eenmalig,,17 oktober 2022,,,Portiekflat (appartement),Bestaande bouw,2016,,,,,,90 m³,2 kamers (1 slaapkamer),,,,,,A,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88351938-wulpstraat-55/,,,,,,,,,,,,,,,,,,,30 m² wonen,,,
Van Sijpesteijnkade 17 B,3521 AH Utrecht,€ 1.450 per maand (geen servicekosten),Geen,Onbepaalde tijd,3 maanden,Beschikbaar,Per direct beschikbaar,Galerijflat,Nieuwbouw,2022,,,55 m²,,,143 m³,2 kamers (1 slaapkamer),1 badkamer,,14 woonlagen,4e woonlaag,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42886785-van-sijpesteijnkade-17-b/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Twellosebeeklaan 293,3521 DR Utrecht,€ 1.070 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,50 m²,4 m²,,130 m³,2 kamers (1 slaapkamer),,,5 woonlagen,5e woonlaag,,,,,,,,Balkon aanwezig,,,https://www.funda.nl/huur/utrecht/appartement-42989611-twellosebeeklaan-293/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Hickorylaan 96,3545 CT Utrecht,"€ 1.181 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Beschikbaar,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,81 m²,7 m²,,210 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814564-hickorylaan-96/,4 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Nijenoord 219,3552 AS Utrecht,"€ 1.023 per maand (exclusief servicekosten à € 55,00 /mnd)",Geen,Onbepaalde tijd,6+ maanden,Beschikbaar,Per direct beschikbaar,Bovenwoning,Bestaande bouw,1958,,,52 m²,,,135 m³,2 kamers (1 slaapkamer),,,1 woonlaag,,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42638953-nijenoord-219/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Visarendhof,3582 DR Utrecht,€ 140 per maand (geen servicekosten),€ 100 eenmalig,Onbepaalde tijd,8 weken,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,,,,,,,,,,,,,,,,,,,,,,Parkeerplaats,https://www.funda.nl/huur/utrecht/parkeergelegenheid-42821104-visarendhof/,,,,,,,,,,,,,,,,,,,,1,,
Wilde rucolavliet 41,3545 CL Utrecht,€ 1.235 per maand (servicekosten onbekend),€ 3.837 eenmalig,Onbepaalde tijd,14 oktober 2022,Beschikbaar,Beschikbaar per 1-12-2022,Galerijflat (appartement),Bestaande bouw,2020,Plat dak bedekt met bitumineuze dakbedekking,,81 m²,8 m²,5 m²,211 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,A,Dubbel glas en volledig geïsoleerd,Stadsverwarming en gedeeltelijke vloerverwarming,Stadsverwarming,,Aan rustige weg en in woonwijk,Balkon aanwezig,Box,Op eigen terrein,https://www.funda.nl/huur/utrecht/appartement-42983233-wilde-rucolavliet-41/,,,,Parkeerplaats,,,,,,,,,,,,,,,,,,
Weg tot de Wetenschap 15 C,3584 AC Utrecht,€ 1.650 per maand (geen servicekosten),€ 3.300 eenmalig,,3 weken,,,Portiekflat (appartement),Bestaande bouw,2016,,,,,,315 m³,2 kamers (1 slaapkamer),,,,,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88333935-weg-tot-de-wetenschap-15-c/,,,,,,,,,,,,,,,,,,,68 m² wonen,,,
Faustdreef 37,3561 LA Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,3 maanden,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,2e woonlaag,,"E
            2,35",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88231535-faustdreef-37/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
