,Unnamed: 0,address,postcode,Huurprijs,Waarborgsom,Huurovereenkomst,Aangeboden sinds,Status,Aanvaarding,Soort appartement,Soort bouw,Bouwjaar,Specifiek,Gebruiksoppervlakten,Wonen,Gebouwgebonden buitenruimte,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Voorlopig energielabel,Isolatie,Verwarming,Warm water,Ligging,Balkon/dakterras,Soort parkeergelegenheid,url,Soort dak,Overige inpandige ruimte,Soort garage,Soort woonhuis,Perceel,Energielabel,Cv-ketel,Tuin,Achtertuin,Ligging tuin,Bouwperiode,Externe bergruimte,Schuur/berging,Inschrijving KvK,Jaarlijkse vergadering,Periodieke bijdrage,Reservefonds aanwezig,Onderhoudsplan,Opstalverzekering,Zonneterras,Oorspronkelijke huurprijs,Capaciteit,Keurmerken,Oppervlakte,rental_price,service_costs,rooms,bedrooms,Energierating
114,114,Hickorylaan 386,3545 CT,"€ 1.322 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,,,104,10 m²,270 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,4e woonlaag,Lift en mechanische ventilatie,A,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,In woonwijk,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813346-hickorylaan-386/,Plat dak bedekt met bitumineuze dakbedekking,8 m²,Parkeerkelder en parkeerplaats,,,A,,,,,,,,,,,,,,,,,,,1.322,"65,00",3 kamers ,2 slaapkamers,
115,115,Trumanhof 23,3527 CZ,"€ 1.310 per maand (exclusief servicekosten à € 13,00 /mnd)",€ 1.373 eenmalig,Onbepaalde tijd,12 oktober 2022,Onder optie,Beschikbaar per 1-11-2022,,Bestaande bouw,2016,,,85,,195 m³,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,,,,,Stadsverwarming,Centrale voorziening,In woonwijk,,,https://www.funda.nl/huur/utrecht/huis-42988207-trumanhof-23/,,,Parkeerplaats,"Eengezinswoning, tussenwoning",,A,,Achtertuin,"43 m² (8,3 meter diep en 5,16 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,,5 m²,,,,,,,,,,,,,1.310,"13,00",4 kamers ,3 slaapkamers,
116,116,Prinses Beatrixplein 20,3523 VD,"€ 1.500 per maand (exclusief servicekosten à € 50,00 /mnd)",€ 1.500 eenmalig,Tijdelijke verhuur,8 oktober 2022,Onder optie,Beschikbaar per 1-11-2022,Portiekflat (appartement),Bestaande bouw,2001,Gemeubileerd en gestoffeerd,,70,,210 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,1e woonlaag,Elektra,,Dubbel glas,Cv-ketel,Cv-ketel,Aan rustige weg en in woonwijk,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42987585-prinses-beatrixplein-20/,,,Parkeerkelder,,,B,"Gas gestookt combiketel uit 2002, eigendom",Achtertuin,"25 m² (4,1 meter diep en 6,15 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,,5 m²,Box,,,,,,,,,,,,1.500,"50,00",3 kamers ,2 slaapkamers,
117,117,Dirkje Mariastraat 17,3551 SK,€ 1.325 per maand (geen servicekosten),€ 1.325 eenmalig,Onbepaalde tijd,12 oktober 2022,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Benedenwoning (appartement),Bestaande bouw,1912,Gestoffeerd,,50,,203 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,TV kabel,G,Dubbel glas,Cv-ketel,Cv-ketel,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42964133-dirkje-mariastraat-17/,Zadeldak bedekt met pannen,,,,,G,Combiketel,Achtertuin,"14 m² (2,86 meter diep en 4,82 meter breed)",Gelegen op het noordwesten,,2 m²,Vrijstaande stenen berging,,,,,,,,,,,,1.325,,2 kamers ,1 slaapkamer,
118,118,Potterstraat 4 A,3512 TA,€ 1.650 per maand (geen servicekosten),€ 1.650 eenmalig,Onbepaalde tijd,6 weken,Onder optie,Per direct beschikbaar,Bovenwoning (appartement met open portiek),Bestaande bouw,1900,Gestoffeerd,,73,6 m²,240 m³,2 kamers (1 slaapkamer),1 apart toilet,,1 woonlaag,1e woonlaag,TV kabel,,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Stadsverwarming,Centrale voorziening,"Aan drukke weg, in centrum, in woonwijk en vrij uitzicht",,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-88200965-potterstraat-4-a/,Plat dak bedekt met bitumineuze dakbedekking,,,,,Niet beschikbaar,,Zonneterras,,,,,,,,,,,,,,,,,1.650,,2 kamers ,1 slaapkamer,
119,119,Londenstraat 126,3541 CB,€ 1.600 per maand (geen servicekosten),€ 3.200 eenmalig,Onbepaalde tijd,7 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Galerijflat (appartement),Bestaande bouw,,,,67,3 m²,265 m³,3 kamers (1 slaapkamer),,,1 woonlaag,5e woonlaag,Elektra,,,Stadsverwarming,,In centrum,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88290983-londenstraat-126/,Plat dak bedekt met bitumineuze dakbedekking,,Parkeerkelder,,,A,,,,,2011-2020,3 m²,Inpandig,Ja,Ja,Ja,Ja,Ja,Ja,,,,"Algemene Woningkeur, brandveiligheid en Politiekeurmerk",,1.600,,3 kamers ,1 slaapkamer,
120,120,Van Eysingalaan 187,3527 VE,€ 1.350 per maand (geen servicekosten),€ 1.350 eenmalig,Tijdelijke verhuur,20 oktober 2022,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Portiekflat (appartement),Bestaande bouw,1962,,,70,4 m²,210 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,,Dubbel glas,Cv-ketel,Cv-ketel,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42985046-van-eysingalaan-187/,Plat dak bedekt met bitumineuze dakbedekking,,,,,E,Eigendom,,,,,8 m²,Inpandig,,,,,,,,,,,,1.350,,3 kamers ,2 slaapkamers,"2,11"
121,121,Camposdreef 16,3563 XM,€ 1.050 per maand (servicekosten onbekend),€ 1.145 eenmalig,Onbepaalde tijd,10 oktober 2022,Onder optie,Beschikbaar per 1-12-2022,Portiekflat (appartement),Bestaande bouw,2018,,,66,,190 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,1e woonlaag,,,"Dakisolatie, driedubbel glas, eco-bouw, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,,"Aan park, aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,,https://www.funda.nl/huur/utrecht/appartement-42988118-camposdreef-16/,,,,,,A++,,Zonneterras,,,,6 m²,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.050,,2 kamers ,1 slaapkamer,
122,122,Springweg 452,3511 VZ,€ 1.195 per maand (geen servicekosten),€ 1.295 eenmalig,Onbepaalde tijd,2 maanden,Verhuurd onder voorbehoud,Beschikbaar per direct beschikbaar,Portiekflat (appartement),Bestaande bouw,1980,Gemeubileerd,,45,3 m²,130 m³,1 kamer,1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,"Buitenzonwering, mechanische ventilatie en TV kabel",C,,Stadsverwarming,Centrale voorziening,"Aan rustige weg, beschutte ligging en in centrum",,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-42899247-springweg-452/,,,,,,C,,,,,,,,,,,,,,,,,,,1.195,,1 kamer,,
123,123,Oudegracht 210 A,3511 NS,€ 1.595 per maand (geen servicekosten),€ 2.000 eenmalig,Tijdelijke verhuur,4 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1900,,,41,,100 m³,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,1e woonlaag,,,,,,In centrum,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88317865-oudegracht-210-a/,,,,,,Niet beschikbaar,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.595,,2 kamers ,1 slaapkamer,
124,124,Soestdijkstraat 8,3523 VM,€ 1.750 per maand (geen servicekosten),€ 2.157 eenmalig,Tijdelijke verhuur,2 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,,Bestaande bouw,1930,,,118,,412 m³,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen en een vliering,,Elektra,F,Dubbel glas,Cv-ketel,Cv-ketel,Aan rustige weg en in woonwijk,,Openbaar parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/huis-42971360-soestdijkstraat-8/,Zadeldak bedekt met pannen,,,"Eengezinswoning, tussenwoning",117 m²,F,"Gas gestookt combiketel uit 2015, eigendom",Achtertuin,"38 m² (7,5 meter diep en 5 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,,7 m²,Vrijstaande stenen berging,,,,,,,,,,,,1.750,,5 kamers ,4 slaapkamers,
125,125,Wisselstraat 64 *,3551 WG,€ 1.450 per maand (geen servicekosten),€ 2.900 eenmalig,Onbepaalde tijd,13 oktober 2022,Onder optie,Per direct beschikbaar,Galerijflat (appartement),Bestaande bouw,2020,,,48,,165 m³,1 kamer (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,3e woonlaag,"Glasvezelkabel, lift, mechanische ventilatie en zonnecollectoren",,Volledig geïsoleerd,Warmte terugwininstallatie en warmtepomp,,In woonwijk,,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42977670-wisselstraat-64/,Plat dak bedekt met bitumineuze dakbedekking,,,,,A,,,,,,,,Ja,Ja,Ja,Ja,Ja,Ja,,,,,,1.450,,1 kamer ,1 slaapkamer,
126,126,Henriëtte Roland Holststraat 19,3511 MT,€ 1.595 per maand (geen servicekosten),€ 1.595 eenmalig,Onbepaalde tijd,10 oktober 2022,Onder bod,In overleg,Portiekflat (appartement),Bestaande bouw,1997,Gedeeltelijk gestoffeerd,,70,5 m²,219 m³,3 kamers (2 slaapkamers),,,1 woonlaag,4e woonlaag,Lift en TV kabel,,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,"Aan rustige weg, in centrum en in woonwijk",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",https://www.funda.nl/huur/utrecht/appartement-88343505-henriette-roland-holststraat-19/,,,,,,B,,,,,,5 m²,Box,Ja,Ja,Ja,Ja,Ja,Ja,,,,,,1.595,,3 kamers ,2 slaapkamers,
127,127,Reykjavikstraat 568,3543 KB,"€ 968 per maand (exclusief servicekosten à € 30,00 /mnd)",Geen,Onbepaalde tijd,3 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Portiekflat (appartement),Bestaande bouw,2018,,,48,,144 m³,1 kamer (1 slaapkamer),1 badkamer,Douche en toilet,6 woonlagen,5e woonlaag,,,Volledig geïsoleerd,Stadsverwarming,,Aan drukke weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42897370-reykjavikstraat-568/,,,,,,A,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,968,"30,00",1 kamer ,1 slaapkamer,
128,128,Burgemeester Reigerstraat 2 B,3581 KR,€ 1.425 per maand (geen servicekosten),€ 1.425 eenmalig,Onbepaalde tijd,Vandaag,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Portiekflat (appartement),Bestaande bouw,2003,Gestoffeerd,,56,5 m²,190 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,2e woonlaag,TV kabel,G,Dubbel glas,Cv-ketel,Cv-ketel,In centrum,,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42987983-burgemeester-reigerstraat-2-b/,Plat dak bedekt met bitumineuze dakbedekking,,,,,G,Eigendom,,,,,8 m²,,,,,,,,,,,,,1.425,,2 kamers ,1 slaapkamer,
129,129,Oscar Hammersteinstraat 24,3543 CV,€ 1.245 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,2 weken,Onder optie,Beschikbaar per 1-11-2022,Galerijflat,Bestaande bouw,2006,,,90,,216 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,3 woonlagen,3e woonlaag,,,,,,,Balkon aanwezig,,https://www.funda.nl/huur/utrecht/appartement-42979851-oscar-hammersteinstraat-24/,,,Parkeerplaats,,,A,,,,,,2 m²,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.245,,2 kamers ,1 slaapkamer,
130,130,Marshalllaan 335,3527 TJ,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.440 eenmalig,Onbepaalde tijd,2 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,78,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,,E,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88266293-marshalllaan-335/,,,,,,E,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.395,"45,00",3 kamers ,2 slaapkamers,
131,131,Faustdreef 107,3561 LC,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.458 eenmalig,Onbepaalde tijd,3 maanden,Onder optie,Beschikbaar per 31-10-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,6e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88231824-faustdreef-107/,,,,,,E,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.395,"63,00",4 kamers ,3 slaapkamers,"2,35"
132,132,Rubicondreef 198,3561 JH,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,2 weken,Onder optie,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,8e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88335389-rubicondreef-198/,,,,,,F,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.450,"63,00",4 kamers ,3 slaapkamers,"2,58"
133,133,Marshalllaan 394,3527 TW,"€ 925 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 970 eenmalig,Onbepaalde tijd,2 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,41,,107 m³,2 kamers (1 slaapkamer),,,1 woonlaag,4e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88262933-marshalllaan-394/,,,,,,D,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,"€ 725 per maand (exclusief servicekosten à € 45,00 /mnd)",,,,925,"45,00",2 kamers ,1 slaapkamer,"1,69"
134,134,Marshalllaan 326,3527 TV,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.440 eenmalig,Onbepaalde tijd,2 maanden,Beschikbaar,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,78,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,1e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88264183-marshalllaan-326/,,,,,,D,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.395,"45,00",3 kamers ,2 slaapkamers,"1,72"
135,135,Marshalllaan 338,3527 TV,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,2 weken,Onder optie,Beschikbaar per 2-1-2023,Bovenwoning (appartement),Bestaande bouw,1960,,,78,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88333226-marshalllaan-338/,,,,,,D,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.450,"45,00",3 kamers ,2 slaapkamers,"1,93"
136,136,Auriollaan 32,3527 EV,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.440 eenmalig,Onbepaalde tijd,5 maanden,Verhuurd onder voorbehoud,Per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,76,,198 m³,3 kamers (2 slaapkamers),,,1 woonlaag,4e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88169471-auriollaan-32/,,,,,,G,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.395,"45,00",3 kamers ,2 slaapkamers,"4,07"
137,137,Marshalllaan 364,3527 TW,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,2 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1960,,,78,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,,,,,,In woonwijk,,,https://www.funda.nl/huur/utrecht/appartement-88332234-marshalllaan-364/,,,,,,C,,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,1.450,"45,00",3 kamers ,2 slaapkamers,"1,43"
138,138,Pieterskerkhof 23 L,3512 JS,"€ 1.750 per maand (exclusief servicekosten à € 100,00 /mnd)",€ 3.500 eenmalig,Onbepaalde tijd,Vandaag,Beschikbaar,Beschikbaar per 1-11-2022,Benedenwoning (appartement),Bestaande bouw,2022,Gestoffeerd en monument,,63,,190 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,Begane grond,"Mechanische ventilatie, TV kabel en zonnepanelen",,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening en stadsverwarming,In centrum,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88357733-pieterskerkhof-23-l/,Plat dak bedekt met bitumineuze dakbedekking,,,,,A+++,,,,,,5 m²,Box,,,,,,,,,,,,1.750,"100,00",2 kamers ,1 slaapkamer,
139,139,Pieterskerkhof 23 E,3512 JS,"€ 1.495 per maand (exclusief servicekosten à € 100,00 /mnd)",€ 2.990 eenmalig,Onbepaalde tijd,Vandaag,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,2022,Gestoffeerd en monumentaal pand,,42,,145 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,2e woonlaag,Elektra,,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Stadsverwarming,In centrum,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88357725-pieterskerkhof-23-e/,Plat dak bedekt met bitumineuze dakbedekking,,,,,A+++,,,,,,5 m²,Box,,,,,,,,,,,,1.495,"100,00",2 kamers ,1 slaapkamer,
140,140,Weg tot de Wetenschap 15 C,3584 AC,€ 1.650 per maand (geen servicekosten),€ 3.300 eenmalig,,2 weken,,,Portiekflat (appartement),Bestaande bouw,2016,,,,,315 m³,2 kamers (1 slaapkamer),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88333935-weg-tot-de-wetenschap-15-c/,,,,,,Niet beschikbaar,,,,,,,,,,,,,,,,,,68 m² wonen,1.650,,2 kamers ,1 slaapkamer,
141,141,Visschersplein 178,3511 LX,€ 1.495 per maand (geen servicekosten),€ 2.990 eenmalig,,2 weken,,,Bovenwoning (appartement),Bestaande bouw,Voor 1906,,,,,196 m³,2 kamers (1 slaapkamer),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88337904-visschersplein-178/,,,,,,Niet verplicht,,,,,,,,,,,,,,,,,,70 m² wonen,1.495,,2 kamers ,1 slaapkamer,
142,142,Linnaeusstraat 30 bis,3553 CE,€ 1.075 per maand (servicekosten onbekend),€ 1.275 eenmalig,,3 weken,,,Bovenwoning,Bestaande bouw,1926,,,,,80 m³,1 kamer,,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88325786-linnaeusstraat-30-bis/,,,,,,Niet beschikbaar,,,,,,,,,,,,,,,,,,38 m² wonen,1.075,,1 kamer,,
143,143,Pieterskerkhof 23 B,3512 JS,"€ 1.675 per maand (exclusief servicekosten à € 100,00 /mnd)",€ 3.350 eenmalig,Onbepaalde tijd,Vandaag,Beschikbaar,Beschikbaar per 1-11-2022,Maisonnette (appartement),Bestaande bouw,2022,Gestoffeerd en monument,,66,,220 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,3 woonlagen,1e woonlaag,Elektra,,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening,In centrum,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88357720-pieterskerkhof-23-b/,Plat dak bedekt met bitumineuze dakbedekking,,,,,A++,,,,,,5 m²,Box,,,,,,,,,,,,1.675,"100,00",2 kamers ,1 slaapkamer,
144,144,Karel Doormanlaan 11,3572 NA,€ 1.750 per maand (geen servicekosten),€ 3.500 eenmalig,,18 oktober 2022,,,Bovenwoning (appartement met open portiek),Bestaande bouw,1965,,,,,250 m³,3 kamers (2 slaapkamers),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88354070-karel-doormanlaan-11/,,,,,,D,,,,,,,,,,,,,,,,,,100 m² wonen,1.750,,3 kamers ,2 slaapkamers,"1,75"
145,145,Wulpstraat 55 *,3582 AW,€ 1.225 per maand (geen servicekosten),€ 3.062 eenmalig,,17 oktober 2022,,,Portiekflat (appartement),Bestaande bouw,2016,,,,,90 m³,2 kamers (1 slaapkamer),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88351938-wulpstraat-55/,,,,,,A,,,,,,,,,,,,,,,,,,30 m² wonen,1.225,,2 kamers ,1 slaapkamer,
146,146,Nieuwegracht 76 bg,3512 LV,€ 1.350 per maand (geen servicekosten),€ 2.700 eenmalig,,20 oktober 2022,,,Benedenwoning (appartement),Bestaande bouw,1600,,,,,100 m³,2 kamers (1 slaapkamer),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88356669-nieuwegracht-76-bg/,,,,,,Niet beschikbaar,,,,,,,,,,,,,,,,,,45 m² wonen,1.350,,2 kamers ,1 slaapkamer,
147,147,Kromme Nieuwegracht 11 C,3512 HC,€ 1.695 per maand (geen servicekosten),€ 3.390 eenmalig,,13 oktober 2022,,,Penthouse (appartement),Bestaande bouw,1900,,,,,250 m³,3 kamers (2 slaapkamers),,,,,,G,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88347097-kromme-nieuwegracht-11-c/,,,,,,G,,,,,,,,,,,,,,,,,,100 m² wonen,1.695,,3 kamers ,2 slaapkamers,
148,148,Wijde Doelen 6,3512 XN,€ 1.495 per maand (geen servicekosten),€ 2.990 eenmalig,,18 oktober 2022,,,,Bestaande bouw,1900,,,,,210 m³,3 kamers (2 slaapkamers),,,,,,F,,,,,,,https://www.funda.nl/huur/utrecht/huis-88353388-wijde-doelen-6/,,,,"Eengezinswoning, tussenwoning",,F,,,,,,,,,,,,,,,,,,84 m² wonen,1.495,,3 kamers ,2 slaapkamers,
149,149,Auriollaan 41,3527 ES,€ 1.575 per maand (geen servicekosten),€ 3.150 eenmalig,,2 weken,,,Tussenverdieping (appartement met open portiek),Bestaande bouw,2016,,,,,185 m³,4 kamers (3 slaapkamers),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88340702-auriollaan-41/,,,,,,F,,,,,,,,,,,,,,,,,,75 m² wonen,1.575,,4 kamers ,3 slaapkamers,"2,45"
150,150,Kromme Nieuwegracht 60 2,3512 HL,€ 1.650 per maand (geen servicekosten),€ 3.300 eenmalig,,13 oktober 2022,,,Bovenwoning (appartement),Bestaande bouw,1450,,,,,150 m³,2 kamers (1 slaapkamer),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88348428-kromme-nieuwegracht-60-2/,,,,,,Niet beschikbaar,,,,,,,,,,,,,,,,,,60 m² wonen,1.650,,2 kamers ,1 slaapkamer,
151,151,Nieuwegracht 26 B,3512 LS,€ 1.300 per maand (geen servicekosten),€ 1.300 eenmalig,,6+ maanden,,,Tussenverdieping (appartement),Bestaande bouw,1967,,,,,112 m³,2 kamers (1 slaapkamer),,,,,,A,,,,,,,https://www.funda.nl/huur/utrecht/appartement-87771771-nieuwegracht-26-b/,,,,,,A,,,,,,,,,,,,,,,,,,44 m² wonen,1.300,,2 kamers ,1 slaapkamer,
152,152,Kanaalweg 95 17,3533 HH,€ 1.095 per maand (servicekosten onbekend),€ 2.190 eenmalig,,2 weken,,,Bovenwoning (appartement),Bestaande bouw,2017,,,,,100 m³,2 kamers (1 slaapkamer),,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88338739-kanaalweg-95-17/,,,,,,A++,,,,,,,,,,,,,,,,,,38 m² wonen,1.095,,2 kamers ,1 slaapkamer,
